order_id,date,product_name,brand,quantity,unit_price,total_price
100002,2025-05-06 12:00:00,Prací gel 1.5l,Persil,1,213.25,213.25
100002,2025-05-06 12:00:00,Minerální voda 1.5l,Mattoni,2,21.26,42.53
100003,2025-05-07 20:00:00,Mražená zelenina mix,Bonduelle,3,51.26,153.78
100003,2025-05-07 20:00:00,Víno červené,Bohemia Sekt,2,178.97,357.95
100003,2025-05-07 20:00:00,Chléb konzumní,Penam,1,48.27,48.27
100003,2025-05-07 20:00:00,Bílý jogurt 400g,Danone,1,32.88,32.88
100003,2025-05-07 20:00:00,Mrkev,Rohlik Farma,1,27.22,27.22
100003,2025-05-07 20:00:00,Ořechy mix 200g,Rohlik Farma,1,83.5,83.5
100003,2025-05-07 20:00:00,Brambory 2kg,Rohlik Farma,1,53.8,53.8
100003,2025-05-07 20:00:00,Minerální voda 1.5l,Mattoni,2,19.93,39.87
100003,2025-05-07 20:00:00,Prací gel 1.5l,Persil,2,188.13,376.26
100003,2025-05-07 20:00:00,Čokoláda,Milka,2,40.26,80.52
100004,2025-05-10 08:00:00,Mražená zelenina mix,Bonduelle,2,53.43,106.87
100004,2025-05-10 08:00:00,Minerální voda 1.5l,Mattoni,2,21.43,42.87
100004,2025-05-10 08:00:00,Chipsy,Lay's,3,43.86,131.57
100004,2025-05-10 08:00:00,Mrkev,Rohlik Farma,3,25.67,77.02
100004,2025-05-10 08:00:00,Zmrzlina vanilková,Ben & Jerry's,1,121.03,121.03
100004,2025-05-10 08:00:00,Víno červené,Bohemia Sekt,1,185.24,185.24
100004,2025-05-10 08:00:00,Kuřecí prsa,Vodňanské kuře,2,179.61,359.22
100004,2025-05-10 08:00:00,Eidam 30% plátky,Madeta,2,44.15,88.29
100004,2025-05-10 08:00:00,Avokádo,Rohlik Farma,1,32.48,32.48
100004,2025-05-10 08:00:00,Šunka,Kostelecké uzeniny,1,99.65,99.65
100004,2025-05-10 08:00:00,Banány,Rohlik Farma,1,37.43,37.43
100004,2025-05-10 08:00:00,Chléb konzumní,Penam,1,47.02,47.02
100004,2025-05-10 08:00:00,Čerstvé mléko 1l,Rohlik Farma,1,25.8,25.8
100004,2025-05-10 08:00:00,Ořechy mix 200g,Rohlik Farma,2,98.26,196.51
100005,2025-05-13 20:00:00,Banány,Rohlik Farma,2,43.87,87.74
100005,2025-05-13 20:00:00,Mrkev,Rohlik Farma,2,23.26,46.51
100005,2025-05-13 20:00:00,Rohlíky 6ks,Rohlik Bakery,1,20.15,20.15
100005,2025-05-13 20:00:00,Káva zrnková 250g,Illy,1,208.37,208.37
100005,2025-05-13 20:00:00,Šunka,Kostelecké uzeniny,1,93.19,93.19
100005,2025-05-13 20:00:00,Rajčata,Rohlik Farma,1,50.48,50.48
100005,2025-05-13 20:00:00,Minerální voda 1.5l,Mattoni,3,17.38,52.14
100005,2025-05-13 20:00:00,Prací gel 1.5l,Persil,1,212.88,212.88
100005,2025-05-13 20:00:00,Chipsy,Lay's,1,41.3,41.3
100005,2025-05-13 20:00:00,Avokádo,Rohlik Farma,1,33.94,33.94
100005,2025-05-13 20:00:00,Losos filet,Norway Seafoods,2,237.44,474.87
100005,2025-05-13 20:00:00,Mleté hovězí maso,Steak House,1,204.28,204.28
100006,2025-05-16 20:00:00,Šunka,Kostelecké uzeniny,1,85.63,85.63
100006,2025-05-16 20:00:00,Rajčata,Rohlik Farma,1,56.87,56.87
100006,2025-05-16 20:00:00,Eidam 30% plátky,Madeta,1,45.25,45.25
100006,2025-05-16 20:00:00,Zmrzlina vanilková,Ben & Jerry's,1,131.02,131.02
100006,2025-05-16 20:00:00,Toaletní papír 8ks,Papírny,1,100.07,100.07
100006,2025-05-16 20:00:00,Mražená pizza,Dr. Oetker,2,91.52,183.05
100006,2025-05-16 20:00:00,Mleté hovězí maso,Steak House,3,217.32,651.95
100006,2025-05-16 20:00:00,Chipsy,Lay's,1,51.4,51.4
100006,2025-05-16 20:00:00,Prací gel 1.5l,Persil,1,177.96,177.96
100006,2025-05-16 20:00:00,Chléb konzumní,Penam,2,42.85,85.71
100006,2025-05-16 20:00:00,Máslo 250g,Prezident,2,73.16,146.33
100006,2025-05-16 20:00:00,Ořechy mix 200g,Rohlik Farma,1,88.53,88.53
100006,2025-05-16 20:00:00,Káva zrnková 250g,Illy,2,192.29,384.59
100006,2025-05-16 20:00:00,Losos filet,Norway Seafoods,2,241.86,483.71
100006,2025-05-16 20:00:00,Kuřecí prsa,Vodňanské kuře,3,181.15,543.46
100006,2025-05-16 20:00:00,Rohlíky 6ks,Rohlik Bakery,2,23.44,46.88
100007,2025-05-18 12:00:00,Pomerančový džus,Rauch,3,57.73,173.18
100007,2025-05-18 12:00:00,Mycí prostředek na nádobí,Jar,1,57.53,57.53
100007,2025-05-18 12:00:00,Minerální voda 1.5l,Mattoni,2,21.47,42.93
100007,2025-05-18 12:00:00,Máslo 250g,Prezident,2,61.06,122.12
100008,2025-05-20 12:00:00,Káva zrnková 250g,Illy,2,185.06,370.13
100008,2025-05-20 12:00:00,Vejce M 10ks,Rohlik Farma,2,75.96,151.93
100008,2025-05-20 12:00:00,Toaletní papír 8ks,Papírny,2,90.08,180.17
100008,2025-05-20 12:00:00,Zmrzlina vanilková,Ben & Jerry's,1,129.62,129.62
100008,2025-05-20 12:00:00,Brambory 2kg,Rohlik Farma,2,51.02,102.05
100009,2025-05-21 18:00:00,Toaletní papír 8ks,Papírny,3,105.08,315.23
100009,2025-05-21 18:00:00,Prací gel 1.5l,Persil,2,185.04,370.08
100009,2025-05-21 18:00:00,Kuřecí prsa,Vodňanské kuře,1,143.47,143.47
100009,2025-05-21 18:00:00,Brambory 2kg,Rohlik Farma,2,56.33,112.66
100009,2025-05-21 18:00:00,Mrkev,Rohlik Farma,1,22.96,22.96
100009,2025-05-21 18:00:00,Losos filet,Norway Seafoods,1,255.59,255.59
100009,2025-05-21 18:00:00,Bílý jogurt 400g,Danone,1,36.27,36.27
100010,2025-05-24 12:00:00,Ořechy mix 200g,Rohlik Farma,3,82.4,247.21
100010,2025-05-24 12:00:00,Minerální voda 1.5l,Mattoni,1,18.36,18.36
100010,2025-05-24 12:00:00,Prací gel 1.5l,Persil,1,205.18,205.18
100010,2025-05-24 12:00:00,Avokádo,Rohlik Farma,1,33.88,33.88
100010,2025-05-24 12:00:00,Káva zrnková 250g,Illy,2,189.58,379.16
100010,2025-05-24 12:00:00,Víno červené,Bohemia Sekt,1,170.21,170.21
100010,2025-05-24 12:00:00,Rohlíky 6ks,Rohlik Bakery,3,24.49,73.47
100010,2025-05-24 12:00:00,Čerstvé mléko 1l,Rohlik Farma,2,28.62,57.24
100010,2025-05-24 12:00:00,Toaletní papír 8ks,Papírny,1,91.38,91.38
100010,2025-05-24 12:00:00,Mražená zelenina mix,Bonduelle,2,54.26,108.52
100010,2025-05-24 12:00:00,Mražená pizza,Dr. Oetker,1,89.19,89.19
100011,2025-05-27 20:00:00,Prací gel 1.5l,Persil,2,177.1,354.19
100011,2025-05-27 20:00:00,Šunka,Kostelecké uzeniny,1,81.03,81.03
100011,2025-05-27 20:00:00,Minerální voda 1.5l,Mattoni,1,21.37,21.37
100011,2025-05-27 20:00:00,Čerstvé mléko 1l,Rohlik Farma,1,31.49,31.49
100011,2025-05-27 20:00:00,Eidam 30% plátky,Madeta,1,48.17,48.17
100011,2025-05-27 20:00:00,Vejce M 10ks,Rohlik Farma,3,73.13,219.39
100011,2025-05-27 20:00:00,Mražená pizza,Dr. Oetker,2,110.98,221.96
100011,2025-05-27 20:00:00,Bílý jogurt 400g,Danone,2,36.59,73.18
100011,2025-05-27 20:00:00,Zmrzlina vanilková,Ben & Jerry's,3,121.08,363.25
100011,2025-05-27 20:00:00,Máslo 250g,Prezident,1,72.55,72.55
100011,2025-05-27 20:00:00,Mleté hovězí maso,Steak House,1,211.75,211.75
100011,2025-05-27 20:00:00,Pomerančový džus,Rauch,1,55.75,55.75
100012,2025-05-30 12:00:00,Banány,Rohlik Farma,1,43.06,43.06
100012,2025-05-30 12:00:00,Čokoláda,Milka,2,38.51,77.02
100012,2025-05-30 12:00:00,Prací gel 1.5l,Persil,1,180.63,180.63
100012,2025-05-30 12:00:00,Eidam 30% plátky,Madeta,3,42.67,128.02
100012,2025-05-30 12:00:00,Losos filet,Norway Seafoods,1,241.44,241.44
100012,2025-05-30 12:00:00,Máslo 250g,Prezident,1,74.21,74.21
100012,2025-05-30 12:00:00,Croissant,Rohlik Bakery,1,28.65,28.65
100012,2025-05-30 12:00:00,Brambory 2kg,Rohlik Farma,2,49.0,97.99
100013,2025-06-03 18:00:00,Pomerančový džus,Rauch,1,63.85,63.85
100013,2025-06-03 18:00:00,Mrkev,Rohlik Farma,1,25.23,25.23
100013,2025-06-03 18:00:00,Máslo 250g,Prezident,2,60.38,120.76
100013,2025-06-03 18:00:00,Eidam 30% plátky,Madeta,2,42.64,85.28
100013,2025-06-03 18:00:00,Káva zrnková 250g,Illy,1,214.36,214.36
100013,2025-06-03 18:00:00,Šunka,Kostelecké uzeniny,1,91.67,91.67
100014,2025-06-08 20:00:00,Toaletní papír 8ks,Papírny,1,106.91,106.91
100014,2025-06-08 20:00:00,Mražená pizza,Dr. Oetker,1,101.65,101.65
100014,2025-06-08 20:00:00,Kuřecí prsa,Vodňanské kuře,3,159.33,478.0
100014,2025-06-08 20:00:00,Káva zrnková 250g,Illy,2,213.79,427.57
100014,2025-06-08 20:00:00,Zmrzlina vanilková,Ben & Jerry's,2,120.21,240.41
100015,2025-06-14 08:00:00,Avokádo,Rohlik Farma,2,35.37,70.73
100015,2025-06-14 08:00:00,Rajčata,Rohlik Farma,3,52.44,157.32
100015,2025-06-14 08:00:00,Šunka,Kostelecké uzeniny,2,97.76,195.52
100015,2025-06-14 08:00:00,Čokoláda,Milka,3,36.75,110.26
100015,2025-06-14 08:00:00,Pomerančový džus,Rauch,1,57.29,57.29
100015,2025-06-14 08:00:00,Káva zrnková 250g,Illy,3,210.59,631.77
100015,2025-06-14 08:00:00,Víno červené,Bohemia Sekt,1,165.28,165.28
100015,2025-06-14 08:00:00,Kuřecí prsa,Vodňanské kuře,1,169.84,169.84
100016,2025-06-15 12:00:00,Čerstvé mléko 1l,Rohlik Farma,1,28.39,28.39
100016,2025-06-15 12:00:00,Máslo 250g,Prezident,3,67.85,203.56
100016,2025-06-15 12:00:00,Brambory 2kg,Rohlik Farma,3,52.63,157.89
100016,2025-06-15 12:00:00,Croissant,Rohlik Bakery,2,29.0,57.99
100016,2025-06-15 12:00:00,Káva zrnková 250g,Illy,1,211.74,211.74
100016,2025-06-15 12:00:00,Chipsy,Lay's,1,50.54,50.54
100017,2025-06-19 20:00:00,Minerální voda 1.5l,Mattoni,1,19.27,19.27
100017,2025-06-19 20:00:00,Brambory 2kg,Rohlik Farma,2,52.28,104.56
100017,2025-06-19 20:00:00,Mražená pizza,Dr. Oetker,2,103.84,207.67
100017,2025-06-19 20:00:00,Zmrzlina vanilková,Ben & Jerry's,2,135.86,271.72
100018,2025-06-27 12:00:00,Mrkev,Rohlik Farma,1,28.08,28.08
100018,2025-06-27 12:00:00,Chipsy,Lay's,1,42.06,42.06
100018,2025-06-27 12:00:00,Mražená zelenina mix,Bonduelle,1,48.79,48.79
100018,2025-06-27 12:00:00,Rohlíky 6ks,Rohlik Bakery,1,23.69,23.69
100018,2025-06-27 12:00:00,Croissant,Rohlik Bakery,1,29.11,29.11
100018,2025-06-27 12:00:00,Víno červené,Bohemia Sekt,1,185.38,185.38
100018,2025-06-27 12:00:00,Brambory 2kg,Rohlik Farma,2,44.86,89.73
100018,2025-06-27 12:00:00,Mražená pizza,Dr. Oetker,2,98.74,197.48
100018,2025-06-27 12:00:00,Chléb konzumní,Penam,2,47.73,95.47
100018,2025-06-27 12:00:00,Vejce M 10ks,Rohlik Farma,1,88.02,88.02
100018,2025-06-27 12:00:00,Avokádo,Rohlik Farma,2,34.83,69.66
100018,2025-06-27 12:00:00,Mycí prostředek na nádobí,Jar,1,62.46,62.46
100018,2025-06-27 12:00:00,Prací gel 1.5l,Persil,1,205.7,205.7
100018,2025-06-27 12:00:00,Kuřecí prsa,Vodňanské kuře,2,164.49,328.99
100019,2025-07-02 20:00:00,Losos filet,Norway Seafoods,2,269.18,538.36
100019,2025-07-02 20:00:00,Kuřecí prsa,Vodňanské kuře,2,179.65,359.3
100019,2025-07-02 20:00:00,Toaletní papír 8ks,Papírny,2,102.32,204.64
100019,2025-07-02 20:00:00,Čokoláda,Milka,2,40.87,81.74
100020,2025-07-04 20:00:00,Zmrzlina vanilková,Ben & Jerry's,1,122.93,122.93
100020,2025-07-04 20:00:00,Chléb konzumní,Penam,1,41.34,41.34
100020,2025-07-04 20:00:00,Banány,Rohlik Farma,2,37.81,75.63
100020,2025-07-04 20:00:00,Máslo 250g,Prezident,2,62.6,125.2
100020,2025-07-04 20:00:00,Mrkev,Rohlik Farma,1,25.44,25.44
100020,2025-07-04 20:00:00,Losos filet,Norway Seafoods,3,257.68,773.04
100021,2025-07-06 08:00:00,Víno červené,Bohemia Sekt,1,195.42,195.42
100021,2025-07-06 08:00:00,Máslo 250g,Prezident,1,68.35,68.35
100021,2025-07-06 08:00:00,Chipsy,Lay's,3,48.58,145.74
100021,2025-07-06 08:00:00,Čerstvé mléko 1l,Rohlik Farma,1,31.95,31.95
100021,2025-07-06 08:00:00,Brambory 2kg,Rohlik Farma,1,51.19,51.19
100021,2025-07-06 08:00:00,Rajčata,Rohlik Farma,1,57.42,57.42
100021,2025-07-06 08:00:00,Ořechy mix 200g,Rohlik Farma,2,88.93,177.85
100021,2025-07-06 08:00:00,Káva zrnková 250g,Illy,3,188.97,566.9
100021,2025-07-06 08:00:00,Bílý jogurt 400g,Danone,2,34.32,68.65
100021,2025-07-06 08:00:00,Čokoláda,Milka,3,37.47,112.4
100021,2025-07-06 08:00:00,Toaletní papír 8ks,Papírny,3,108.22,324.66
100021,2025-07-06 08:00:00,Croissant,Rohlik Bakery,3,30.45,91.36
100021,2025-07-06 08:00:00,Eidam 30% plátky,Madeta,1,49.46,49.46
100021,2025-07-06 08:00:00,Zmrzlina vanilková,Ben & Jerry's,2,141.34,282.68
100021,2025-07-06 08:00:00,Chléb konzumní,Penam,1,43.39,43.39
100021,2025-07-06 08:00:00,Mleté hovězí maso,Steak House,3,187.61,562.83
100022,2025-07-08 20:00:00,Eidam 30% plátky,Madeta,2,49.59,99.18
100022,2025-07-08 20:00:00,Šunka,Kostelecké uzeniny,2,97.34,194.67
100022,2025-07-08 20:00:00,Mleté hovězí maso,Steak House,2,190.68,381.36
100022,2025-07-08 20:00:00,Víno červené,Bohemia Sekt,3,187.61,562.84
100022,2025-07-08 20:00:00,Chléb konzumní,Penam,1,46.74,46.74
100022,2025-07-08 20:00:00,Prací gel 1.5l,Persil,1,183.28,183.28
100022,2025-07-08 20:00:00,Bílý jogurt 400g,Danone,2,30.75,61.5
100022,2025-07-08 20:00:00,Mražená zelenina mix,Bonduelle,2,51.08,102.16
100022,2025-07-08 20:00:00,Banány,Rohlik Farma,3,38.8,116.39
100022,2025-07-08 20:00:00,Rohlíky 6ks,Rohlik Bakery,1,22.52,22.52
100022,2025-07-08 20:00:00,Mrkev,Rohlik Farma,1,23.64,23.64
100023,2025-07-09 18:00:00,Mrkev,Rohlik Farma,1,24.01,24.01
100023,2025-07-09 18:00:00,Mražená zelenina mix,Bonduelle,2,50.09,100.17
100023,2025-07-09 18:00:00,Káva zrnková 250g,Illy,1,213.46,213.46
100023,2025-07-09 18:00:00,Prací gel 1.5l,Persil,3,203.73,611.2
100023,2025-07-09 18:00:00,Mražená pizza,Dr. Oetker,2,108.73,217.45
100023,2025-07-09 18:00:00,Minerální voda 1.5l,Mattoni,1,18.5,18.5
100023,2025-07-09 18:00:00,Čerstvé mléko 1l,Rohlik Farma,2,30.04,60.09
100023,2025-07-09 18:00:00,Rohlíky 6ks,Rohlik Bakery,1,23.45,23.45
100023,2025-07-09 18:00:00,Rajčata,Rohlik Farma,1,56.01,56.01
100024,2025-07-13 20:00:00,Avokádo,Rohlik Farma,3,36.19,108.57
100024,2025-07-13 20:00:00,Mrkev,Rohlik Farma,3,23.66,70.97
100024,2025-07-13 20:00:00,Brambory 2kg,Rohlik Farma,1,53.15,53.15
100024,2025-07-13 20:00:00,Eidam 30% plátky,Madeta,1,48.65,48.65
100024,2025-07-13 20:00:00,Mycí prostředek na nádobí,Jar,2,57.71,115.41
100024,2025-07-13 20:00:00,Rajčata,Rohlik Farma,1,60.95,60.95
100024,2025-07-13 20:00:00,Kuřecí prsa,Vodňanské kuře,1,152.14,152.14
100024,2025-07-13 20:00:00,Ořechy mix 200g,Rohlik Farma,1,86.83,86.83
100025,2025-07-15 08:00:00,Minerální voda 1.5l,Mattoni,3,21.23,63.68
100025,2025-07-15 08:00:00,Avokádo,Rohlik Farma,2,32.4,64.8
100025,2025-07-15 08:00:00,Prací gel 1.5l,Persil,1,197.22,197.22
100025,2025-07-15 08:00:00,Bílý jogurt 400g,Danone,2,32.63,65.26
100026,2025-07-16 08:00:00,Zmrzlina vanilková,Ben & Jerry's,2,136.4,272.8
100026,2025-07-16 08:00:00,Croissant,Rohlik Bakery,1,27.2,27.2
100026,2025-07-16 08:00:00,Eidam 30% plátky,Madeta,2,51.18,102.36
100026,2025-07-16 08:00:00,Ořechy mix 200g,Rohlik Farma,1,102.21,102.21
100026,2025-07-16 08:00:00,Vejce M 10ks,Rohlik Farma,1,82.12,82.12
100026,2025-07-16 08:00:00,Losos filet,Norway Seafoods,2,261.84,523.69
100026,2025-07-16 08:00:00,Mražená zelenina mix,Bonduelle,2,46.86,93.73
100026,2025-07-16 08:00:00,Čokoláda,Milka,2,38.81,77.62
100027,2025-07-18 20:00:00,Pomerančový džus,Rauch,1,57.0,57.0
100027,2025-07-18 20:00:00,Káva zrnková 250g,Illy,1,186.91,186.91
100027,2025-07-18 20:00:00,Máslo 250g,Prezident,1,67.47,67.47
100027,2025-07-18 20:00:00,Mražená zelenina mix,Bonduelle,1,44.13,44.13
100027,2025-07-18 20:00:00,Mycí prostředek na nádobí,Jar,2,58.98,117.96
100027,2025-07-18 20:00:00,Eidam 30% plátky,Madeta,2,43.78,87.55
100027,2025-07-18 20:00:00,Rajčata,Rohlik Farma,1,53.46,53.46
100027,2025-07-18 20:00:00,Víno červené,Bohemia Sekt,1,192.56,192.56
100028,2025-07-31 12:00:00,Avokádo,Rohlik Farma,2,31.85,63.7
100028,2025-07-31 12:00:00,Káva zrnková 250g,Illy,2,215.64,431.29
100028,2025-07-31 12:00:00,Mycí prostředek na nádobí,Jar,2,52.94,105.89
100028,2025-07-31 12:00:00,Ořechy mix 200g,Rohlik Farma,1,85.19,85.19
100028,2025-07-31 12:00:00,Pomerančový džus,Rauch,3,65.43,196.29
100028,2025-07-31 12:00:00,Mražená pizza,Dr. Oetker,2,103.63,207.26
100028,2025-07-31 12:00:00,Chléb konzumní,Penam,1,48.3,48.3
100028,2025-07-31 12:00:00,Eidam 30% plátky,Madeta,3,49.74,149.22
100028,2025-07-31 12:00:00,Zmrzlina vanilková,Ben & Jerry's,2,117.4,234.79
100028,2025-07-31 12:00:00,Chipsy,Lay's,1,45.79,45.79
100028,2025-07-31 12:00:00,Losos filet,Norway Seafoods,3,251.63,754.89
100028,2025-07-31 12:00:00,Mrkev,Rohlik Farma,1,23.63,23.63
100028,2025-07-31 12:00:00,Rohlíky 6ks,Rohlik Bakery,2,22.2,44.39
100028,2025-07-31 12:00:00,Croissant,Rohlik Bakery,2,33.13,66.25
100028,2025-07-31 12:00:00,Toaletní papír 8ks,Papírny,2,97.71,195.42
100028,2025-07-31 12:00:00,Máslo 250g,Prezident,1,63.72,63.72
100029,2025-08-01 12:00:00,Šunka,Kostelecké uzeniny,1,87.1,87.1
100029,2025-08-01 12:00:00,Prací gel 1.5l,Persil,1,175.58,175.58
100029,2025-08-01 12:00:00,Croissant,Rohlik Bakery,2,32.37,64.74
100029,2025-08-01 12:00:00,Avokádo,Rohlik Farma,1,37.25,37.25
100029,2025-08-01 12:00:00,Toaletní papír 8ks,Papírny,2,100.53,201.07
100029,2025-08-01 12:00:00,Losos filet,Norway Seafoods,1,235.78,235.78
100029,2025-08-01 12:00:00,Minerální voda 1.5l,Mattoni,1,20.06,20.06
100029,2025-08-01 12:00:00,Máslo 250g,Prezident,2,68.66,137.33
100029,2025-08-01 12:00:00,Chléb konzumní,Penam,1,39.94,39.94
100030,2025-08-06 12:00:00,Banány,Rohlik Farma,2,43.24,86.48
100030,2025-08-06 12:00:00,Avokádo,Rohlik Farma,2,33.63,67.27
100030,2025-08-06 12:00:00,Minerální voda 1.5l,Mattoni,2,17.79,35.57
100030,2025-08-06 12:00:00,Čerstvé mléko 1l,Rohlik Farma,1,31.65,31.65
100030,2025-08-06 12:00:00,Zmrzlina vanilková,Ben & Jerry's,2,140.17,280.34
100030,2025-08-06 12:00:00,Šunka,Kostelecké uzeniny,1,99.32,99.32
100030,2025-08-06 12:00:00,Vejce M 10ks,Rohlik Farma,1,86.36,86.36
100030,2025-08-06 12:00:00,Brambory 2kg,Rohlik Farma,2,48.26,96.53
100030,2025-08-06 12:00:00,Eidam 30% plátky,Madeta,2,43.51,87.01
100030,2025-08-06 12:00:00,Chléb konzumní,Penam,1,40.77,40.77
100030,2025-08-06 12:00:00,Toaletní papír 8ks,Papírny,1,109.83,109.83
100030,2025-08-06 12:00:00,Bílý jogurt 400g,Danone,2,36.79,73.58
100030,2025-08-06 12:00:00,Croissant,Rohlik Bakery,2,32.37,64.75
100030,2025-08-06 12:00:00,Mražená zelenina mix,Bonduelle,2,50.7,101.4
100030,2025-08-06 12:00:00,Mrkev,Rohlik Farma,1,24.58,24.58
100031,2025-08-08 18:00:00,Prací gel 1.5l,Persil,1,185.13,185.13
100031,2025-08-08 18:00:00,Brambory 2kg,Rohlik Farma,2,52.74,105.48
100031,2025-08-08 18:00:00,Pomerančový džus,Rauch,2,58.79,117.59
100031,2025-08-08 18:00:00,Losos filet,Norway Seafoods,3,273.43,820.28
100031,2025-08-08 18:00:00,Mražená zelenina mix,Bonduelle,3,56.12,168.35
100031,2025-08-08 18:00:00,Chipsy,Lay's,2,51.35,102.71
100031,2025-08-08 18:00:00,Šunka,Kostelecké uzeniny,1,91.28,91.28
100032,2025-08-16 12:00:00,Croissant,Rohlik Bakery,3,28.98,86.95
100032,2025-08-16 12:00:00,Čokoláda,Milka,1,43.4,43.4
100032,2025-08-16 12:00:00,Mrkev,Rohlik Farma,3,27.87,83.61
100032,2025-08-16 12:00:00,Kuřecí prsa,Vodňanské kuře,2,181.03,362.05
100032,2025-08-16 12:00:00,Káva zrnková 250g,Illy,3,214.86,644.57
100033,2025-08-19 08:00:00,Víno červené,Bohemia Sekt,1,195.13,195.13
100033,2025-08-19 08:00:00,Toaletní papír 8ks,Papírny,3,110.7,332.09
100033,2025-08-19 08:00:00,Avokádo,Rohlik Farma,2,32.96,65.91
100033,2025-08-19 08:00:00,Brambory 2kg,Rohlik Farma,1,55.17,55.17
100033,2025-08-19 08:00:00,Mycí prostředek na nádobí,Jar,1,53.96,53.96
100033,2025-08-19 08:00:00,Vejce M 10ks,Rohlik Farma,1,76.89,76.89
100033,2025-08-19 08:00:00,Šunka,Kostelecké uzeniny,1,89.68,89.68
100034,2025-08-20 20:00:00,Toaletní papír 8ks,Papírny,1,100.51,100.51
100034,2025-08-20 20:00:00,Čokoláda,Milka,1,39.58,39.58
100034,2025-08-20 20:00:00,Banány,Rohlik Farma,3,35.19,105.57
100034,2025-08-20 20:00:00,Zmrzlina vanilková,Ben & Jerry's,2,145.16,290.33
100034,2025-08-20 20:00:00,Ořechy mix 200g,Rohlik Farma,3,92.26,276.79
100034,2025-08-20 20:00:00,Vejce M 10ks,Rohlik Farma,1,79.82,79.82
100034,2025-08-20 20:00:00,Káva zrnková 250g,Illy,1,228.24,228.24
100034,2025-08-20 20:00:00,Losos filet,Norway Seafoods,1,263.87,263.87
100034,2025-08-20 20:00:00,Mycí prostředek na nádobí,Jar,2,58.99,117.98
100034,2025-08-20 20:00:00,Brambory 2kg,Rohlik Farma,2,54.45,108.91
100034,2025-08-20 20:00:00,Croissant,Rohlik Bakery,1,33.35,33.35
100034,2025-08-20 20:00:00,Pomerančový džus,Rauch,2,54.67,109.35
100034,2025-08-20 20:00:00,Bílý jogurt 400g,Danone,2,33.38,66.75
100035,2025-08-23 20:00:00,Čerstvé mléko 1l,Rohlik Farma,3,28.68,86.03
100035,2025-08-23 20:00:00,Pomerančový džus,Rauch,1,64.54,64.54
100035,2025-08-23 20:00:00,Zmrzlina vanilková,Ben & Jerry's,1,135.68,135.68
100035,2025-08-23 20:00:00,Toaletní papír 8ks,Papírny,1,94.52,94.52
100035,2025-08-23 20:00:00,Chipsy,Lay's,1,47.49,47.49
100035,2025-08-23 20:00:00,Mycí prostředek na nádobí,Jar,3,59.89,179.67
100035,2025-08-23 20:00:00,Máslo 250g,Prezident,3,69.56,208.69
100035,2025-08-23 20:00:00,Káva zrnková 250g,Illy,1,210.36,210.36
100036,2025-08-26 20:00:00,Pomerančový džus,Rauch,1,66.52,66.52
100036,2025-08-26 20:00:00,Mleté hovězí maso,Steak House,1,205.42,205.42
100036,2025-08-26 20:00:00,Mycí prostředek na nádobí,Jar,1,52.26,52.26
100036,2025-08-26 20:00:00,Bílý jogurt 400g,Danone,2,35.81,71.62
